"Country Name","Country Code","Indicator Name","Indicator Code","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Central African Republic","CAF","Multidimensional poverty, Monetary poverty (% of population deprived)","SI.POV.DDAY.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.8","","","","","","","","","","","","",
"Central African Republic","CAF","Multidimensional poverty, Sanitation (% of population deprived)","SI.POV.SANI.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.8","","","","","","","","","","","","",
"Central African Republic","CAF","Number of poor at $1.90 a day (2011 PPP) (millions)","SI.POV.NOP1","","","","","","","","","","","","","","","","","","","2.5","","","","","","","","","","","","","","","","2.8","","","","","","","","","","","","",
"Central African Republic","CAF","Number of poor at $3.10 a day (2011 PPP) (millions)","SI.POV.NOP2","","","","","","","","","","","","","","","","","","","2.840019","","","","","","","","","","","3.299464","","","","","3.521156","","","","","","","","","","","","",
"Central African Republic","CAF","Number of poor at $3.20 a day (2011 PPP) (millions)","SI.POV.LMIC.NO","","","","","","","","","","","","","","","","","","","2.7","","","","","","","","","","","","","","","","3.5","","","","","","","","","","","","",
"Central African Republic","CAF","Number of poor at $5.50 a day (2011 PPP) (millions)","SI.POV.UMIC.NO","","","","","","","","","","","","","","","","","","","2.9","","","","","","","","","","","","","","","","4","","","","","","","","","","","","",
"Central African Republic","CAF","Population living below 50 percent of median income or consumption (% of population)","SI.SPR.BL50.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Population, total","SP.POP.TOTL","1924386","1958367","1997017","2039914","2087662","2140778","2199359","2264441","2335339","2408322","2478382","2542170","2597765","2646836","2693974","2745735","2806740","2878507","2959236","3046148","3135017","3222662","3308235","3392432","3475485","3558019","3640421","3722016","3802129","3881185","3959883","4038380","4118075","4198004","4273368","4337623","4386765","4418639","4436411","4447945","4464171","4493171","4537683","4596023","4666375","4745179","",
"Central African Republic","CAF","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","58.6","","","","","","","","","","","","","","","","32.8","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty gap at $3.10 a day (2011 PPP) (%)","SI.POV.GAP2","","","","","","","","","","","","","","","","","","","70.41","","","","","","","","","","","48.03","","","","","49.5","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty gap at $3.20 a day (2011 PPP) (% of population)","SI.POV.LMIC.GP","","","","","","","","","","","","","","","","","","","70.9","","","","","","","","","","","","","","","","50.3","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty gap at $5.50 a day (2011 PPP) (% of population)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","81","","","","","","","","","","","","","","","","66.3","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty gap at national poverty lines (%)","SI.POV.NAGP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty gap at national poverty lines (%), including noncomparable values","SI.POV.NAGP.NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","84.1","","","","","","","","","","","","","","","","65.9","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population), first comparable values","SI.POV.DDAY.FS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population), second comparable values","SI.POV.DDAY.SG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population), third comparable values","SI.POV.DDAY.TH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $1.90 a day, age 0-14  (2011 PPP) (% of population age 0-14)","SI.POV.DDAY.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.1","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $1.90 a day, age 15-64 (2011 PPP) (% of population age 15-64)","SI.POV.DDAY.1564","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.2","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $1.90 a day, age 65+ (2011 PPP) (% of population age 65+)","SI.POV.DDAY.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.6","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $1.90 a day, Female (2011 PPP) (% of female population)","SI.POV.DDAY.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $1.90 a day, Male  (2011 PPP) (% of male population)","SI.POV.DDAY.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.7","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $1.90 a day, rural (2011 PPP) (% of rural population)","SI.POV.DDAY.RU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.9","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $1.90 a day, urban (2011 PPP) (% of urban population)","SI.POV.DDAY.UR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $1.90 a day, with primary education (2011 PPP) (% of population age 16+ with primary education)","SI.POV.DDAY.16.PR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.7","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $1.90 a day, with secondary education (2011 PPP) (% of population age 16+ with secondary education)","SI.POV.DDAY.16.SG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.4","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $1.90 a day, without education (2011 PPP) (% of population age 16+ without education)","SI.POV.DDAY.16.PL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.5","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $1.90 a day,  with Tertiary/post-secondary education (2011 PPP) (% of population age 16+ with Tertiary/post-secondary education)","SI.POV.DDAY.16.ST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.9","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population)","SI.POV.2DAY","","","","","","","","","","","","","","","","","","","91.91","","","","","","","","","","","84.17","","","","","82.27","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","92.2","","","","","","","","","","","","","","","","82.9","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population), first comparable values","SI.POV.LMIC.FS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population), second comparable values","SI.POV.LMIC.SG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population), third comparable values","SI.POV.LMIC.TH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","96.7","","","","","","","","","","","","","","","","92.7","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population), first comparable values","SI.POV.UMIC.FS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population), second comparable values","SI.POV.UMIC.SG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population), third comparable values","SI.POV.UMIC.TH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","","","","","","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at national poverty lines (% of population), including noncomparable values","SI.POV.NAHC.NC","","","","","","","","","","","","","","","","","","","62.4","","","","","","","","","","","","","","","","62","","","","","","","","","","","","",
"Central African Republic","CAF","Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)","SI.SPR.PC40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Survey mean consumption or income per capita, top 10% (2011 PPP $ per day)","SI.SPR.PT10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Survey mean consumption or income per capita, top 60% (2011 PPP $ per day)","SI.SPR.PT60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Survey mean consumption or income per capita, total population (2011 PPP $ per day)","SI.SPR.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)","SI.SPR.PC40.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Annualized growth in per capita real survey mean consumption or income, top 10% (%)","SI.SPR.PT10.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Annualized growth in per capita real survey mean consumption or income, top 60% (%)","SI.SPR.PT60.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Annualized growth in per capita real survey mean consumption or income, total population (%)","SI.SPR.PCAP.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Annualized growth in per capita real survey median income or consumption expenditure (%)","SI.POV.XPND.MD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Gini index (World Bank estimate)","SI.POV.GINI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.8","","","","","","","","43.3","","","","","","","","","",
"Chad","TCD","Gini index (World Bank estimate), first comparable values","SI.POV.GINI.FS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Gini index (World Bank estimate), second comparable values","SI.POV.GINI.SG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Gini index (World Bank estimate), third comparable values","SI.POV.GINI.TH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Income share held by fourth 20%","SI.DST.04TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.9","","","","","","","","21.8","","","","","","","","","",
"Chad","TCD","Income share held by highest 10%","SI.DST.10TH.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.7","","","","","","","","32.4","","","","","","","","","",
"Chad","TCD","Income share held by highest 20%","SI.DST.05TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.5","","","","","","","","48.8","","","","","","","","","",
"Chad","TCD","Income share held by lowest 10%","SI.DST.FRST.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","","","","","","","","1.8","","","","","","","","","",
"Chad","TCD","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","","","","","","","","4.9","","","","","","","","","",
"Chad","TCD","Income share held by second 20%","SI.DST.02ND.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4","","","","","","","","9.7","","","","","","","","","",
"Chad","TCD","Income share held by third 20%","SI.DST.03RD.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9","","","","","","","","14.8","","","","","","","","","",
"Chad","TCD","Median daily per capita income or consumption expenditure (2011 PPP)","SI.POV.XPND.MD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Multidimensional poverty, Drinking water (% of population deprived)","SI.POV.WATR.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","","","","","","","","","",
"Chad","TCD","Multidimensional poverty, Educational attainment (% of population deprived)","SI.POV.ATTM.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.9","","","","","","","","","",
"Chad","TCD","Multidimensional poverty, Educational enrollment (% of population deprived)","SI.POV.ENRL.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","","","","","","","","","",
"Chad","TCD","Multidimensional poverty, Electricity (% of population deprived)","SI.POV.ELEC.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.3","","","","","","","","","",
"Chad","TCD","Multidimensional poverty, Headcount ratio (% of population)","SI.POV.HCRT.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.8","","","","","","","","","",
"Chad","TCD","Multidimensional poverty, Monetary poverty (% of population deprived)","SI.POV.DDAY.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.1","","","","","","","","","",
"Chad","TCD","Multidimensional poverty, Sanitation (% of population deprived)","SI.POV.SANI.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.7","","","","","","","","","",
"Chad","TCD","Number of poor at $1.90 a day (2011 PPP) (millions)","SI.POV.NOP1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","","","","","","","","4.7","","","","","","","","","",
"Chad","TCD","Number of poor at $3.10 a day (2011 PPP) (millions)","SI.POV.NOP2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.905425","","","","","","","","7.97286","","","","","","","","","",
"Chad","TCD","Number of poor at $3.20 a day (2011 PPP) (millions)","SI.POV.LMIC.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","","","","","","","","8.2","","","","","","","","","",
"Chad","TCD","Number of poor at $5.50 a day (2011 PPP) (millions)","SI.POV.UMIC.NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.9","","","","","","","","10.7","","","","","","","","","",
"Chad","TCD","Population living below 50 percent of median income or consumption (% of population)","SI.SPR.BL50.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Population, total","SP.POP.TOTL","3999918","4088568","4173131","4255242","4337292","4422743","4514427","4612858","4718157","4832316","4957561","5095400","5247281","5412844","5589624","5773930","5963250","6157085","6356741","6563925","6781057","7010159","7250974","7503494","7770053","8053532","8355654","8678049","9019226","9373913","9734761","10096630","10457122","10818031","11183589","11560142","11952134","12360986","12784748","13220433","13663562","14110971","14561658","15016761","15477727","15946882","",
"Chad","TCD","Poverty gap at $1.90 a day (2011 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5","","","","","","","","15.2","","","","","","","","","",
"Chad","TCD","Poverty gap at $3.10 a day (2011 PPP) (%)","SI.POV.GAP2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.67","","","","","","","","29.68","","","","","","","","","",
"Chad","TCD","Poverty gap at $3.20 a day (2011 PPP) (% of population)","SI.POV.LMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.5","","","","","","","","30.7","","","","","","","","","",
"Chad","TCD","Poverty gap at $5.50 a day (2011 PPP) (% of population)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","","","","","","","","50.5","","","","","","","","","",
"Chad","TCD","Poverty gap at national poverty lines (%)","SI.POV.NAGP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Poverty gap at national poverty lines (%), including noncomparable values","SI.POV.NAGP.NC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","","","","","","","","38.1","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population), first comparable values","SI.POV.DDAY.FS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population), second comparable values","SI.POV.DDAY.SG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population), third comparable values","SI.POV.DDAY.TH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $1.90 a day, age 0-14  (2011 PPP) (% of population age 0-14)","SI.POV.DDAY.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.3","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $1.90 a day, age 15-64 (2011 PPP) (% of population age 15-64)","SI.POV.DDAY.1564","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.2","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $1.90 a day, age 65+ (2011 PPP) (% of population age 65+)","SI.POV.DDAY.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.5","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $1.90 a day, Female (2011 PPP) (% of female population)","SI.POV.DDAY.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.9","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $1.90 a day, Male  (2011 PPP) (% of male population)","SI.POV.DDAY.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.3","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $1.90 a day, rural (2011 PPP) (% of rural population)","SI.POV.DDAY.RU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.6","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $1.90 a day, urban (2011 PPP) (% of urban population)","SI.POV.DDAY.UR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.7","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $1.90 a day, with primary education (2011 PPP) (% of population age 16+ with primary education)","SI.POV.DDAY.16.PR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.4","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $1.90 a day, with secondary education (2011 PPP) (% of population age 16+ with secondary education)","SI.POV.DDAY.16.SG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.6","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $1.90 a day, without education (2011 PPP) (% of population age 16+ without education)","SI.POV.DDAY.16.PL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $1.90 a day,  with Tertiary/post-secondary education (2011 PPP) (% of population age 16+ with Tertiary/post-secondary education)","SI.POV.DDAY.16.ST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population)","SI.POV.2DAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.55","","","","","","","","64.82","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.7","","","","","","","","66.3","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population), first comparable values","SI.POV.LMIC.FS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population), second comparable values","SI.POV.LMIC.SG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population), third comparable values","SI.POV.LMIC.TH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.2","","","","","","","","86.2","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population), first comparable values","SI.POV.UMIC.FS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population), second comparable values","SI.POV.UMIC.SG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population), third comparable values","SI.POV.UMIC.TH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.3","","",
"Chad","TCD","Poverty headcount ratio at national poverty lines (% of population), including noncomparable values","SI.POV.NAHC.NC","","","","","","","","","","","","","","","","","","","","","","43.4","","","","","","","54.8","","","","","","","","","46.7","","","","","","","42.3","","",
"Chad","TCD","Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)","SI.SPR.PC40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Survey mean consumption or income per capita, top 10% (2011 PPP $ per day)","SI.SPR.PT10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Survey mean consumption or income per capita, top 60% (2011 PPP $ per day)","SI.SPR.PT60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Survey mean consumption or income per capita, total population (2011 PPP $ per day)","SI.SPR.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)","SI.SPR.PC40.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.92","","","",
"Chile","CHL","Annualized growth in per capita real survey mean consumption or income, top 10% (%)","SI.SPR.PT10.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.11","","","",
"Chile","CHL","Annualized growth in per capita real survey mean consumption or income, top 60% (%)","SI.SPR.PT60.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.64","","","",
"Chile","CHL","Annualized growth in per capita real survey mean consumption or income, total population (%)","SI.SPR.PCAP.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.83","","","",
"Chile","CHL","Annualized growth in per capita real survey median income or consumption expenditure (%)","SI.POV.XPND.MD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.67","","","",
"Chile","CHL","Gini index (World Bank estimate)","SI.POV.GINI","","","","","","","","","","","","","","56.2","","","57.2","","54.8","","56.4","","54.9","","55.5","","52.8","","","51.5","","","47.3","","","47","","46","","45.8","","44.4","","44.4","","","",
"Chile","CHL","Gini index (World Bank estimate), first comparable values","SI.POV.GINI.FS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Gini index (World Bank estimate), second comparable values","SI.POV.GINI.SG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Gini index (World Bank estimate), third comparable values","SI.POV.GINI.TH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Income share held by fourth 20%","SI.DST.04TH.20","","","","","","","","","","","","","","17.9","","","17.3","","17.9","","17.7","","18.2","","18","","18.7","","","19.1","","","19.6","","","19.3","","19.6","","19.4","","19.8","","19.7","","","",
"Chile","CHL","Income share held by highest 10%","SI.DST.10TH.10","","","","","","","","","","","","","","45.4","","","47","","45.2","","45.9","","44.4","","45","","42.6","","","41.4","","","37.9","","","38.2","","37.3","","37.4","","36.1","","36.3","","","",
"Chile","CHL","Income share held by highest 20%","SI.DST.05TH.20","","","","","","","","","","","","","","61.4","","","62.5","","60.1","","61.5","","60.1","","60.7","","58","","","56.8","","","53.4","","","53.4","","52.6","","52.6","","51.2","","51.3","","","",
"Chile","CHL","Income share held by lowest 10%","SI.DST.FRST.10","","","","","","","","","","","","","","1.2","","","1.2","","1.4","","1.2","","1.3","","1.3","","1.3","","","1.4","","","1.9","","","1.9","","2.1","","2.1","","2.2","","2.3","","","",
"Chile","CHL","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","3.3","","","3.4","","3.8","","3.5","","3.6","","3.5","","3.8","","","4","","","5","","","5.2","","5.3","","5.5","","5.7","","5.8","","","",
"Chile","CHL","Income share held by second 20%","SI.DST.02ND.20","","","","","","","","","","","","","","6.7","","","6.6","","7.2","","6.7","","7.1","","6.9","","7.7","","","7.9","","","8.9","","","9.1","","9.3","","9.3","","9.7","","9.7","","","",
"Chile","CHL","Income share held by third 20%","SI.DST.03RD.20","","","","","","","","","","","","","","10.6","","","10.3","","11","","10.6","","11","","10.9","","11.8","","","12.2","","","13","","","13","","13.2","","13.2","","13.6","","13.6","","","",
"Chile","CHL","Median daily per capita income or consumption expenditure (2011 PPP)","SI.POV.XPND.MD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.37","","","","17.24","","","",
"Chile","CHL","Multidimensional poverty, Drinking water (% of population deprived)","SI.POV.WATR.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","","",
"Chile","CHL","Multidimensional poverty, Educational attainment (% of population deprived)","SI.POV.ATTM.MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","",
